text,sentiment
u watch hill london u realise tourture week week late watch itonlinelaugh loud,negative
two load move crew start im day bad ac doesnt work new place oh life,negative
yeah sad,negative
diego know lo ame jack,neutral
congratulationskeep u post thing go,positive
pretty good kind depress though,neutral
everybody awake well not_everybody u know mean friend haha im fun aim,positive
great night,positive
heyy im not_feel good cuz wat happen yesterday car accdentt,negative
well laugh loud,neutral
wait cue kenny,neutral
oh godddd cough little bit taco,negative
new forest hop walk would lose pound,positive
yep think might make decision go head first may witness historical moment real talk,neutral
run hair first spiderweb full baby spidersi almost set hair fire get rid almost,neutral
unfortunately didnt purpose itunes shuffle follow dreadzone not_liferuin musictrauma,negative
mmmm macrina bakery,neutral
get haircut not_happy,negative
already miss dunhams,negative
laugh today hopeful thing,negative
cake sure look good take one ok ummm good tks,positive
amazing time,neutral
wow awesome review carry everywhere laminate read downjust plain cool,positive
listen sweet talk cute aim consider take gameboy color miss chiptune,negative
watch men volleyball tv reason not_a good womens beach volleyball ca n't quite place,negative
man aint without v presence minutei feel like lil kid not_momma,neutral
helloim back andim drunk much asi love friendsi hate unintentionally make feel inadequateineedhelp,neutral
youre welcome wonderful day stayin outta trouble ready crash party laugh loud,positive
millenia mom think category,neutral
sound like great way start mother day enjoy day,positive
sooo wake way back sb good night america,positive
love guy get australia december birthday,positive
really fancy frappuccino starbucks right,positive
sad economy hear another friend lose job sad reminder,negative
ok thunder scar,negative
least next year big wide world,neutral
love read love film making,positive
hate tweetdeck reach access limit,negative
next week exam wise awful exam n't see adequately revise care least,negative
haha ashley tisdale,neutral
dang miss goodnight,negative
today better panda eally cheer n't know happy like legit happy,positive
time,neutral
tummy hurt blame last night chinese food,negative
glad nice gray sky rainy wisconsin,positive
mmmm yes please,neutral
forward email cool science event canberra friend think sydney trek wrong place,negative
ah finish make tea tomorrow night,neutral
one moment wake,neutral
look choke talk,neutral
themovie thats get write halloween interview w danielle harris darn late contest,negative
slept missed bus train delay doesnt stop stop late work heelllll,negative
keep get pet day hear weekend fab wed soon,positive
happy mother day,positive
law attraction assembly action require u ask enter medical school u still need fill application,neutral
actually drive today not_incident report quote ice cube today good day,positive
conference call arrange today blow leave early window,neutral
want another shake ritasbadly,negative
sara im sit bus dublin listen tokio hotelredenand must laughyou know,positive
day text message month,neutral
upi need coffee new day lie,neutral
im fat sad puffyn,negative
sadly not_robot song library,negative
good luck still get wireless work post,positive
earthlink say modem dead want buy new one sign one year contract argh,negative
yes imagine need morning coffee otherwise not_function good relax sunday,neutral
come add new twitter fan,neutral
currently costa coffee im like place sit business lounge ooo businessy today,positive
last night suck many bad dream spider rogue octupi,negative
gal course cough mean not_hour extra test debugging time,neutral
would fun soooo tire yesterday long day office dinner crash,negative
wow look incredible wicked job butterfly theyre fantastic,positive
omg taylor london near scotland please come visit glasgow,positive
want hear something funny im radio right,positive
agree like new pic,positive
yay st louis traffic,neutral
yeah daw wear mask na,neutral
seem grandmother find way break pipe house go go fix blur woman,negative
blow away rain harder yay well,neutral
boo get rain beach,negative
drink lemsip cause apaently need ittt im not_sick,neutral
watch season episode house bed great bedtime story,positive
would awesome think hate expensive phone,neutral
masson ill give link quite handy,positive
try thinking something calm peaceful relax beach,positive
im watch harry potter movieee,neutral
stepbystep im leave behind,neutral
think cavs would crush magic come home north realize wrong,negative
base similarity may may force today star war day,neutral
exciting week,positive
hey thank youx youre welcome must say love travel momentx,positive
run mile mcdonalds run mile back would burn double sausage egg mcmuffin laugh loud,neutral
rain chocolate world,neutral
smell pancakesor maybe toast something delicious not_one place cooking,neutral
come cold day ago wicked nice feel like need winter coat back,neutral
gutted isnt go tonight,negative
wikileaks geht wieder super wikileaks online,positive
three hour hair still wont straight,negative
could post link internet version time read pllleeeaaassseeeeee,neutral
want real key back,neutral
cause theres not_party,neutral
quiet twitterland,neutral
friday night working,neutral
chloe yes youtube may make feel better halarious,positive
way home prom fun,positive
eagle n't ship japan,neutral
fully yell say dnt fcking stupid grow stop band throw remote thnks love,negative
live live dj jayem esr click,neutral
laugh loud haha fresh death laugh loud ha ha love miss u id almost give ï¿½ u cuz u nvr respond u today luv,neutral
sorry hear parvo good vibe comming way,neutral
im twitter mobile confusin laugh loud im knda slow,neutral
oh make sense well officially first celebrity,positive
want go apparently not_one available,neutral
gloomy day ca n't stop bliss hope ronaldo score derby match today,positive
woo hoo time play name twune,neutral
thank sana matanggap ako,positive
nearly fell asleep jolt bed massive panic attack im not_sure sleep,negative
wow drink drink water ice cube take age melt brian freeze,negative
ya know today suck rain not_possibility magic friday whats goin tonight,negative
ca n't believe close ive never not_have chance see show good luck everyone star,neutral
really degree high im way work hagg lake tomorrow go especially bomb sauce,negative
hell lot say shouldnt complain theese day help case,negative
nice big bedipod playsoft music flowinsooooon fancy dream land,positive
stupid freshman ruin theatre class n't get play warmup game rest school year,negative
k good question could,neutral
danica team not_the end world hope great race,neutral
hopefully today work favor,positive
good day work lot sale bos foot shes nice person n't like bos bugging,neutral
picture bliss jpeg format sorry message board terminology u n't play wus board,negative
last tonight show jay leno tonight,neutral
still feel blah give biiiiig dose insulin need hour ago im take last exam junior year,negative
hear tonight last jleno show,neutral
watch downstairs get ready bed piano morning,neutral
mind calm heart happy life good would ok take breath away,neutral
